# time	signal	one_signal	two_signal
-1.830755892932427835e-06 -7.200017571449279785e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.828755892988991698e-06 -1.008000224828720093e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.826755893045555561e-06 -9.000003337860107422e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.824755893102119424e-06 -1.116000115871429443e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.822755893158683287e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.820755893215247150e-06 -1.224000006914138794e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.818755893271811013e-06 -1.224000006914138794e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.816755893328374876e-06 -1.187998801469802856e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.814755893384938739e-06 -1.116000115871429443e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.812755893441502602e-06 -9.360015392303466797e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.810755893498066465e-06 -5.399994552135467529e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.808755893554630327e-06 -7.200017571449279785e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.806755893611194190e-06 -6.120018661022186279e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.804755893667758053e-06 -6.120018661022186279e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.802755893724321916e-06 -5.399994552135467529e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.800755893780885779e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.798755893837449642e-06 -1.008000224828720093e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.796755893894013505e-06 -1.368001103401184082e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.794755893950577368e-06 -1.439999788999557495e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.792755894007141231e-06 -1.476000994443893433e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.790755894063705094e-06 -1.368001103401184082e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.788755894120268957e-06 -1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.786755894176832820e-06 -1.116000115871429443e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.784755894233396683e-06 -1.187998801469802856e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.782755894289960546e-06 -1.116000115871429443e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.780755894346524408e-06 -1.476000994443893433e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.778755894403088271e-06 -1.584000885486602783e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.776755894459652134e-06 -1.871999353170394897e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.774755894516215997e-06 -2.052001655101776123e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.772755894572779860e-06 -2.411998808383941650e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.770755894629343723e-06 -2.340000122785568237e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.768755894685907586e-06 -2.376001328229904175e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.766755894742471449e-06 -2.340000122785568237e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.764755894799035312e-06 -2.232000231742858887e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.762755894855599175e-06 -2.052001655101776123e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.760755894912163038e-06 -2.124000340700149536e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.758755894968726901e-06 -2.016000449657440186e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.756755895025290764e-06 -2.160001546144485474e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.754755895081854627e-06 -1.908000558614730835e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.752755895138418489e-06 -1.979999244213104248e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.750755895194982352e-06 -1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.748755895251546215e-06 -1.655999571084976196e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.746755895308110078e-06 -1.511998474597930908e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.744755895364673941e-06 -1.547999680042266846e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.742755895421237804e-06 -1.368001103401184082e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.740755895477801667e-06 -1.152001321315765381e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.738755895534365530e-06 -1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.736755895590929393e-06 -1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.734755895647493256e-06 -1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.732755895704057119e-06 -1.836001873016357422e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.730755895760620982e-06 -2.195999026298522949e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.728755895817184845e-06 -2.592001110315322876e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.726755895873748707e-06 -2.916000783443450928e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.724755895930312570e-06 -3.419999033212661743e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.722755895986876433e-06 -4.140000790357589722e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.720755896043440296e-06 -4.608001559972763062e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.718755896100004159e-06 -5.040001124143600464e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.716755896156568022e-06 -5.256000906229019165e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.714755896213131885e-06 -5.327999591827392578e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.712755896269695748e-06 -5.616001784801483154e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.710755896326259611e-06 -5.435999482870101929e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.708755896382823474e-06 -5.219999700784683228e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.706755896439387337e-06 -4.788000136613845825e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.704755896495951200e-06 -4.427999258041381836e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.702755896552515063e-06 -3.924001008272171021e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.700755896609078926e-06 -3.456000238656997681e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.698755896665642788e-06 -2.592001110315322876e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.696755896722206651e-06 -2.268001437187194824e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.694755896778770514e-06 -1.871999353170394897e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.692755896835334377e-06 -1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.690755896891898240e-06 -1.079998910427093506e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.688755896948462103e-06 -5.039982497692108154e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.686755897005025966e-06 -3.239996731281280518e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.684755897061589829e-06 -1.440010964870452881e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.682755897118153692e-06 1.079998910427093506e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.680755897174717555e-06 0.000000000000000000e+00 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.678755897231281418e-06 0.000000000000000000e+00 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.676755897287845281e-06 -1.799985766410827637e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.674755897344409144e-06 -3.600008785724639893e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.672755897400973007e-06 -9.719990193843841553e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.670755897457536869e-06 -1.152001321315765381e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.668755897514100732e-06 -1.547999680042266846e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.666755897570664595e-06 -1.763999462127685547e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.664755897627228458e-06 -1.763999462127685547e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.662755897683792321e-06 -1.800000667572021484e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.660755897740356184e-06 -1.944001764059066772e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.658755897796920047e-06 -1.908000558614730835e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.656755897853483910e-06 -1.979999244213104248e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.654755897910047773e-06 -2.087999135255813599e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.652755897966611636e-06 -2.052001655101776123e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.650755898023175499e-06 -1.800000667572021484e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.648755898079739362e-06 -1.727998256683349609e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.646755898136303225e-06 -1.800000667572021484e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.644755898192867087e-06 -1.727998256683349609e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.642755898249430950e-06 -1.655999571084976196e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.640755898305994813e-06 -1.836001873016357422e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.638755898362558676e-06 -1.692000776529312134e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.636755898419122539e-06 -2.124000340700149536e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.634755898475686402e-06 -2.160001546144485474e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.632755898532250265e-06 -2.519998699426651001e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.630755898588814128e-06 -2.771999686956405640e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.628755898645377991e-06 -3.311999142169952393e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.626755898701941854e-06 -3.743998706340789795e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.624755898758505717e-06 -4.248000681400299072e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.622755898815069580e-06 -4.680000245571136475e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.620755898871633443e-06 -5.003999918699264526e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.618755898928197306e-06 -4.967998713254928589e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.616755898984761168e-06 -5.111999809741973877e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.614755899041325031e-06 -4.967998713254928589e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.612755899097888894e-06 -4.716001451015472412e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.610755899154452757e-06 -4.140000790357589722e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.608755899211016620e-06 -3.924001008272171021e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.606755899267580483e-06 -3.384001553058624268e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.604755899324144346e-06 -2.700001001358032227e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.602755899380708209e-06 -2.016000449657440186e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.600755899437272072e-06 -1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.598755899493835935e-06 -7.200017571449279785e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.596755899550399798e-06 -4.680007696151733398e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.594755899606963661e-06 1.079998910427093506e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.592755899663527524e-06 2.159997820854187012e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.590755899720091387e-06 2.520009875297546387e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.588755899776655249e-06 -7.199868559837341309e-05 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.586755899833219112e-06 -4.680007696151733398e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.584755899889782975e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.582755899946346838e-06 -1.511998474597930908e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.580755900002910701e-06 -2.124000340700149536e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.578755900059474564e-06 -2.376001328229904175e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.576755900116038427e-06 -2.735998481512069702e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.574755900172602290e-06 -2.879999577999114990e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.572755900229166153e-06 -3.095999360084533691e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.570755900285730016e-06 -2.951998263597488403e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.568755900342293879e-06 -2.843998372554779053e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.566755900398857742e-06 -2.555999904870986938e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.564755900455421605e-06 -2.160001546144485474e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.562755900511985467e-06 -1.403998583555221558e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.560755900568549330e-06 -7.559992372989654541e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.558755900625113193e-06 1.799985766410827637e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.556755900681677056e-06 6.479993462562561035e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.554755900738240919e-06 1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.552755900794804782e-06 1.403998583555221558e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.550755900851368645e-06 1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.548755900907932508e-06 1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.546755900964496371e-06 1.619998365640640259e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.544755901021060234e-06 1.439999788999557495e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.542755901077624097e-06 1.511998474597930908e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.540755901134187960e-06 1.368001103401184082e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.538755901190751823e-06 1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.536755901247315686e-06 1.079998910427093506e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.534755901303879548e-06 6.840005517005920410e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.532755901360443411e-06 3.600008785724639893e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.530755901417007274e-06 1.799985766410827637e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.528755901473571137e-06 -2.159997820854187012e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.526755901530135000e-06 -2.879984676837921143e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.524755901586698863e-06 -7.559992372989654541e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.522755901643262726e-06 -8.280016481876373291e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.520755901699826589e-06 -1.079998910427093506e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.518755901756390452e-06 -1.187998801469802856e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.516755901812954315e-06 -1.403998583555221558e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.514755901869518178e-06 -1.295998692512512207e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.512755901926082041e-06 -1.331999897956848145e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.510755901982645904e-06 -1.403998583555221558e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.508755902039209767e-06 -1.260001212358474731e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.506755902095773629e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.504755902152337492e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.502755902208901355e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.500755902265465218e-06 -1.187998801469802856e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.498755902322029081e-06 -1.224000006914138794e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.496755902378592944e-06 -1.260001212358474731e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.494755902435156807e-06 -1.116000115871429443e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.492755902491720670e-06 -1.044001430273056030e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.490755902548284533e-06 -9.360015392303466797e-04 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.488755902604848396e-06 -1.331999897956848145e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.486755902661412259e-06 -1.584000885486602783e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.484755902717976122e-06 -1.763999462127685547e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.482755902774539985e-06 -2.052001655101776123e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.480755902831103847e-06 -2.448000013828277588e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.478755902887667710e-06 -2.916000783443450928e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.476755902944231573e-06 -3.348000347614288330e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.474755903000795436e-06 -3.348000347614288330e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.472755903057359299e-06 -3.527998924255371094e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.470755903113923162e-06 -3.492001444101333618e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.468755903170487025e-06 -3.168001770973205566e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.466755903227050888e-06 -2.987999469041824341e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.464755903283614751e-06 -2.700001001358032227e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
-1.462755903340178614e-06 -2.411998808383941650e-03 -2.260205002986296127e-05 -2.258024723506886437e-05
